"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","extraction_date","expert_decision","ID"
"Transient diabetes mellitus in a neonatal Thoroughbred foal.","To describe the clinical presentation, treatment, and outcome of a neonatal foal diagnosed with transient Type 1 diabetes mellitus. A 3-day-old Thoroughbred foal presented with a 24-hour history of diarrhea and depression. Coronavirus particles were observed in the feces via electron microscopy. During hospitalization the foal developed hyperglycemia concomitantly with low insulin concentration and an adequate response to exogenous insulin therapy supported a diagnosis of Type 1 diabetes mellitu","Navas de Solis, Foreman","https://doi.org/10.1111/j.1476-4431.2010.00588.x","20110913","Animals; Coronavirus; Coronavirus Infections; Diabetes Mellitus, Type 1; Diagnosis, Differential; Feces; Horse Diseases; Horses; Illinois; Insulin; Male; Treatment Outcome","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",80
"Association of seropositivity for influenza and coronaviruses with history of mood disorders and suicide attempts.","Anecdotal reports of mood disorder following infection with common respiratory viruses with neurotropic potential have been in existence since the last century. Nevertheless, systematic studies on the association between these viruses and mood disorders are lacking. Influenza A, B and coronavirus antibody titers were measured in 257 subjects with recurrent unipolar and bipolar disorder and healthy controls, by SCID. Pearson's Ï‡Â² tests and logistic regression models were used to analyze associa","Okusaga, Yolken, Langenberg, Lapidus, Arling, Dickerson, Scrandis, Severance, Cabassa, Balis, Postolache","https://doi.org/10.1016/j.jad.2010.09.029","20110729","Adolescent; Adult; Aged; Bipolar Disorder; Chi-Square Distribution; Coronavirus; Coronavirus Infections; Depressive Disorder; Depressive Disorder, Major; Female; Humans; Influenza A virus; Influenza B virus; Influenza, Human; Logistic Models; Male; Middle Aged; Mood Disorders; Suicide, Attempted; Young Adult","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",81
"Epidemiology of canine parvovirus and coronavirus in dogs presented with severe diarrhoea to PDSA PetAid hospitals.","Canine parvovirus (CPV) and canine enteric coronavirus (CECoV) are often cited as causes of diarrhoea in dogs. This study aimed to determine the prevalence of CPV and CECoV in dogs presenting with severe diarrhoea to PDSA PetAid hospitals throughout the UK. A total of 355 samples were collected from the PDSA between 2006 and 2008. All samples were tested for CPV using a long range PCR and for CECoV using RT-PCR. The prevalence of CPV was 58 per cent (95 per cent confidence interval [CI] 52 to 63","Godsall, Clegg, Stavisky, Radford, Pinchbeck","https://doi.org/10.1136/vr.c3095","20100927","Animals; Coronavirus Infections; Coronavirus, Canine; DNA, Viral; Diarrhea; Dog Diseases; Dogs; Female; Hospitals, Animal; Male; Parvoviridae Infections; Parvovirus, Canine; Prevalence; Reverse Transcriptase Polymerase Chain Reaction; United Kingdom","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",82
"An outbreak of canine coronavirus in puppies in a Greek kennel.","Canine coronavirus (CCoV) is usually the cause of mild gastroenteritis in dogs and is known to have spread worldwide. However, to date, no CCoV cases have been confirmed in Greece. In the present work, the authors investigated an outbreak of enteritis in puppies from a Greek kennel for the presence of CCoV. Dogs were presented with clinical signs of diarrhea, anorexia, weakness, depression, dehydration, and 1 death. Canine coronavirus type II was detected by reverse transcription nested polymera","Ntafis, Mari, Danika, Fragkiadaki, Buonavoglia","https://doi.org/10.1177/104063871002200231","20100430","Animals; Coronavirus Infections; Coronavirus, Canine; Disease Outbreaks; Dog Diseases; Dogs; Greece; Phylogeny","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",83
"Achieving a golden mean: mechanisms by which coronaviruses ensure synthesis of the correct stoichiometric ratios of viral proteins.","In retroviruses and the double-stranded RNA totiviruses, the efficiency of programmed -1 ribosomal frameshifting is critical for ensuring the proper ratios of upstream-encoded capsid proteins to downstream-encoded replicase enzymes. The genomic organizations of many other frameshifting viruses, including the coronaviruses, are very different, in that their upstream open reading frames encode nonstructural proteins, the frameshift-dependent downstream open reading frames encode enzymes involved i","Plant, Rakauskaite, Taylor, Dinman","https://doi.org/10.1128/JVI.02480-09","20100421","Animals; Frameshifting, Ribosomal; Gene Expression Regulation, Viral; Models, Molecular; Murine hepatitis virus; Mutation; Nucleic Acid Conformation; Open Reading Frames; Protein Biosynthesis; RNA, Viral; SARS Virus; Viral Proteins","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",84
"Detection and molecular characterization of gene 3 and 5 of turkey coronavirus from turkeys with severe enteritis in Brazil.","Turkey coronavirus (TCoV) is a causative agent associated with poult enteritis and mortality syndrome (PEMS) in turkeys worldwide. The disease is an acute, highly contagious enteric disease that is characterized by depression, anorexia, diarrhea, and high mortality in commercial turkey flocks. The presence of TCoV in 12 intestinal-content samples, from turkey flocks aged between 10 and 104 days and exhibiting severe enteritis, was monitored during the period of 2004 to 2006. TCoV detection was a","Bunger, ChacÃ³n, Jones, Ferreira","https://doi.org/10.1637/8507-103108-Reg.1","20091110","Animals; Brazil; Coronavirus, Turkey; DNA, Viral; Disease Outbreaks; Enteritis, Transmissible, of Turkeys; Gene Expression Regulation, Viral; Genes, Viral; Phylogeny; Turkeys","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",85
"A structural view of the inactivation of the SARS coronavirus main proteinase by benzotriazole esters.","The main proteinase (M(pro)) of the severe acute respiratory syndrome (SARS) coronavirus is a principal target for the design of anticoronaviral compounds. Benzotriazole esters have been reported as potent nonpeptidic inhibitors of the enzyme, but their exact mechanism of action remains unclear. Here we present crystal structures of SARS-CoV M(pro), the active-site cysteine of which has been acylated by benzotriazole esters that act as suicide inhibitors. In one of the structures, the thioester ","Verschueren, Pumpor, AnemÃ¼ller, Chen, Mesters, Hilgenfeld","https://doi.org/10.1016/j.chembiol.2008.04.011","20080903","Catalysis; Crystallization; Crystallography, X-Ray; Cysteine Endopeptidases; Esters; Kinetics; Models, Molecular; Molecular Structure; Protease Inhibitors; Triazoles; Viral Proteins","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",86
"Structural and functional analyses of the severe acute respiratory syndrome coronavirus endoribonuclease Nsp15.","The severe acute respiratory syndrome (SARS) coronavirus encodes several RNA-processing enzymes that are unusual for RNA viruses, including Nsp15 (nonstructural protein 15), a hexameric endoribonuclease that preferentially cleaves 3' of uridines. We solved the structure of a catalytically inactive mutant version of Nsp15, which was crystallized as a hexamer. The structure contains unreported flexibility in the active site of each subunit. Substitutions in the active site residues serine 293 and ","Bhardwaj, Palaninathan, Alcantara, Yi, Guarino, Sacchettini, Kao","https://doi.org/10.1074/jbc.M708375200","20080331","Amino Acid Sequence; Binding Sites; Catalysis; Crystallography, X-Ray; Leucine; Models, Molecular; Molecular Sequence Data; Mutation; Protein Binding; Protein Conformation; Pyrimidines; RNA Replicase; SARS Virus; Serine; Substrate Specificity; Viral Nonstructural Proteins","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",87
"Viral epizootic reveals inbreeding depression in a habitually inbreeding mammal.","Inbreeding is typically detrimental to fitness. However, some animal populations are reported to inbreed without incurring inbreeding depression, ostensibly due to past &quot;purging&quot; of deleterious alleles. Challenging this is the position that purging can, at best, only adapt a population to a particular environment; novel selective regimes will always uncover additional inbreeding load. We consider this in a prominent test case: the eusocial naked mole-rat (Heterocephalus glaber), one of","Ross-Gillespie, O'Riain, Keller","https://doi.org/10.1111/j.1558-5646.2007.00177.x","20071113","Animals; Coronavirus Infections; Disease Outbreaks; Female; Inbreeding; Male; Mole Rats; Retrospective Studies","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",88
"Intratracheally administered pathogen-associated molecular patterns affect antibody responses of poultry.","Various potential immune-modulating microbially derived pathogen-associated molecular patterns (PAMP), or so called homotopes, are present in high concentrations in the environment of food animals. In previous studies, intravenously administered PAMP had variable effects on specific primary and secondary immune responses of poultry to systemically administered antigens. In the present study, we evaluated the effects of intratracheal (i.t.) challenge with the PAMP lipopolysaccharide, lipoteichoic","Ploegaert, De Vries Reilingh, Nieuwland, Lammers, Savelkoul, Parmentier","https://doi.org/10.1093/ps/86.8.1667","20070912","Animals; Birnaviridae Infections; Chickens; Coronavirus Infections; Female; Humans; Infectious bronchitis virus; Infectious bursal disease virus; Lipopolysaccharides; Serum Albumin; Teichoic Acids; Trachea; Viral Vaccines; Weight Gain; Zymosan","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",89
"Coronavirus associated with an enteric syndrome on a quail farm.","An enteric syndrome was observed in quail (Coturnix coturnix) semi-intensively reared for restocking in Apulia (southern Italy). The birds showed depression, severe diarrhoea, dehydration and reduced growth. Mortality occurred particularly in young birds. At necropsy the prominent lesion was enteritis. A coronavirus was detected by electron microscopy and reverse transcriptase-polymerase chain reaction in the faeces and in the intestinal content of the dead quails. The virus could not be cultiva","Circella, Camarda, Martella, Bruni, Lavazza, Buonavoglia","https://doi.org/10.1080/03079450701344738","20070906","Agriculture; Amino Acid Sequence; Animals; Coronavirus; Coronavirus Infections; Coturnix; Enteritis; Membrane Glycoproteins; Molecular Sequence Data; Phylogeny; Poultry Diseases; Quail; Spike Glycoprotein, Coronavirus; Syndrome; Viral Envelope Proteins","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",90
"Effects of humidity and other factors on the generation and sampling of a coronavirus aerosol.","Suspensions of transmissible gastroenteritis virus (TGEV), a porcine coronavirus, were nebulized at rates of 0.1-0.2Â ml/min into moving air using a Collison nebulizer or a plastic medical nebulizer operating at pressures ranging from 7 to 15Â psi. The airborne viruses were collected on heating, ventilating, and air conditioning (HVAC) filters in an experimental apparatus and also sampled upstream of these test filters using AGI-30 and BioSampler impinger samplers. To study the effects of relati","Kim, Ramakrishnan, Raynor, Goyal","https://doi.org/10.1007/s10453-007-9068-9","20200331","Bioaerosol; Coronavirus; Humidity; Nebulizer; Sampling; TGEV; Virus","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",91
